IS	711	Seyðisfjörður							65.2601	-14.0058	4
IS	715	Mjóafirði							65.2601	-14.0058	1
IS	720	Borgarfirði (eystri)							65.5255	-13.8038	1
IS	721	Borgarfjörður eystri							65.5255	-13.8038	4
IS	730	Reyðarfirði							65.0316	-14.2183	4
IS	731	Reyðarfjörður							65.0316	-14.2183	4
IS	735	Eskifirði							65.0731	-14.0152	4
IS	736	Eskifjörður							65.0731	-14.0152	4
IS	740	Neskaupstað							65.1482	-13.6837	4
IS	741	Neskaupstaður							65.1482	-13.6837	4
IS	750	Fáskrúðsfirði							64.9313	-14.0189	4
IS	751	Fáskrúðsfjörður							64.9313	-14.0189	4
IS	755	Stöðvarfirði							64.833	-13.8749	4
IS	756	Stöðvarfjörður							64.833	-13.8749	4
IS	760	Breiðdalsvík							64.7921	-14.0065	4
IS	761	Breiðdalsvík							64.7921	-14.0065	4
IS	765	Djúpavogi							64.6571	-14.2852	4
IS	766	Djúpivogur							64.6571	-14.2852	4
IS	780	Höfn í Hornafirði							64.2539	-15.2121	4
IS	781	Höfn í Hornafirði							64.2539	-15.2121	4
IS	785	Öræfum							64.2539	-15.2121	1
IS	800	Selfossi							63.9331	-20.9971	4
IS	801	Selfossi							63.9331	-20.9971	4
IS	802	Selfossi							63.9331	-20.9971	4
IS	803	Selfoss							63.9331	-20.9971	4
IS	804	Selfoss							63.9331	-20.9971	4
IS	805	Selfoss							63.9331	-20.9971	4
IS	806	Selfoss							63.9331	-20.9971	4
IS	810	Hveragerði							64.0004	-21.186	4
IS	815	Þorlákshöfn							63.8559	-21.3834	4
IS	816	Ölfus							63.8559	-21.3834	4
IS	820	Eyrarbakka							63.8632	-21.1491	4
IS	825	Stokkseyri							63.8379	-21.0587	4
IS	840	Laugarvatni							64.2176	-20.7339	4
IS	845	Flúðum							64.1343	-20.3226	4
IS	846	Flúðir							64.1343	-20.3226	4
IS	850	Hellu							63.8348	-20.4008	4
IS	851	Hellu							63.8348	-20.4008	4
IS	860	Hvolsvelli							63.7507	-20.2245	4
IS	861	Hvolsvelli							63.7507	-20.2245	4
IS	870	Vík							63.4194	-19.0097	4
IS	871	Vík							63.4194	-19.0097	4
IS	880	Kirkjubæjarklaustri							63.7893	-18.0527	4
IS	881	Kirkjubæjarklaustur							63.7893	-18.0527	4
IS	900	Vestmannaeyjum							63.4427	-20.2734	4
IS	902	Vestmannaeyjum							63.4427	-20.2734	4
